text,cue_pos,experiencer_pos
Sarah Sanders Admitted to the Special Counsel That She Lied About Comey,Admitted,Sarah Sanders
‘The View’ attacks ‘liar’ Sarah Sanders who ‘diminished the office’,liar,Sarah Sanders
CNN’s Brian Stelter tweets cryptic ‘storm approaching’ gif on eve of Mueller report (and LMAO at the replies),cryptic,Brian Stelter
"Dow industrials end more than 260 points higher, up 1%",higher,Dow industrials
Puerto Ricans Are Tired of Being Powerless,Tired,Puerto Ricans
Kamala Harris Just Said We’re “Probably” Facing a Constitutional Crisis,Crisis,Kamala Harris
‘A River Of Blood’: Coordinated Church Bombings Leave More Than 200 Dead In Sri Lanka,Dead,
"Lord Winston, 78, demands licence plates for bikes after woman cyclist kicked him 'repeatedly'",demands,Lord Winston
Tear gas fired as Indonesia protest turns violent,violent,Indonesia protest
Congresswoman: Prosecute those poking fun of Congressional members,Prosecute,Congresswoman
‘WE’RE TOO LATE’: Democrat Andrew Yang Takes Climate Hysteria To New Level,Hysteria,
Bernie Sanders Campaign Co-Chair Refuses to Condemn Human Rights Abuses in Venezuela,Rights Abuses,
"Explosion in Murrieta neighborhood kills one, injures 15",Explosion,Murrieta neighborhood
Border Patrol Rescues Five Migrants near Texas Border,Rescues,Border Patrol
California State Legislators Abandon Ban on ‘Big Gulp’-Style Sodas — for Now,Abandon,California State Legislators
Political Operatives Got Donors to Give Millions. The Money Wasn’t Used As Promised. Here’s How They Did It.,Got Donors,Political Operatives
Dem. Rep. Scolds Pence for ‘Inciting Violence’ in Venezuela,Scolds,Rep
A Decline in Capital Investment Reveals the False Promise of Trump’s Tax Bill,False,Trump’s
"Japanese Prime Minister Shinzo Abe says he, Iran's president 'bluntly discussed' how to reduce Iran-US tensions",bluntly discussed,Japanese Prime Minister Shinzo Abe
Column of the Day: The Scandalous US Defense Budget,Scandalous,
Four things you can do today to fight voter suppression,fight,
Beating hate with love: Cory Booker’s unorthodox approach to defeating Trump in 2020,love,Cory Booker’s
Psychedelic tourism is a niche but growing market,tourism,
Read Bernie Sanders’s 2019 Medicare-for-all plan,plan,Bernie Sanders
Conway Takes Aim At Biden's New Candidacy: 'He's The Frontrunner!',Takes Aim,Conway
Malaysia Plans to Decriminalise Drug Possession for Personal Use,Decriminalise,Malaysia
Supreme Court Deserves Praise for Reversing Itself on Takings Clause,Praise,Supreme Court
Birds Meet Their Fly Sneaker ‘Twins’ in This Highly Amusing Thread,Sneaker,Birds
Hear Beyoncé’s Surprise New Song ‘Before I Let Go’,Surprise,Beyoncé
6-Year-Old Opens A Lemonade Stand To Take Mom On A Date After His Dad Dies,Opens,
Ignore the Losers Who Are OK With Leftists Winning,Losers,
Cyclone Idai: 'People didn't stand a chance',Idai,
Trump’s tariff threat is his latest attempt to get Mexico to build a wall,threat,Trump
France Is The Latest Country To Authorize Killing People Who Aren’t Dying,Killing,France
San Francisco Man Gored In Neck At Pamplona's Running Of The Bulls,Gored,Man
What It's Like to Go Through a Gang Initiation,Gang,
Netanyahu Hours Away From Deadline For Forming Coalition Government,Away,
Indian farmers shocked as suspected meteorite crashes into rice field,shocked,Indian farmers
Canadian commentators criticize U.S. team for celebrating World Cup rout,criticize,Canadian
Pablo Casado Was Meant to Save Spain’s Center-Right. He Destroyed It.,,Pablo Casado
Biden on Anita Hill: I regret not being able to give her the hearing she deserved,regret,Biden
Former Obama White House counsel indicted,indicted,
Drivers Can Get Cheaper Collision Car Insurance Following The Next Tips,Cheaper,Drivers
The Perverse Paradox of the Mueller Report,Perverse,
Barr makes no apology for handling of special counsel report,apology,Barr
Forget the Theater Criticism—Mueller’s Conclusions Are the Real News,Real,Mueller’s
Experts: Iran Air Defense Missiles Must Be Taken Seriously,Must Be Taken Seriously,Experts
New York bodegas unite to bankrupt the New York Post,bankrupt,New York bodegas
Senior Palestinian official denied US visa,denied,Senior Palestinian
Venezuela: Red Cross brokers Maduro-Guaidó deal to allow aid delivery,deal,Venezuela
I Wore a Music-Activated Vibrator to the Club Instead of Doing Drugs,Doing Drugs,
Schumer decries 'awful' conditions at migrant detention facility,awful,Schumer
Peñafiel bottled water pulled from shelves over high levels of arsenic,pulled,Peñafiel
Boeing CEO Muilenburg: nearing completion of software fix,completion,Muilenburg
The Unbearable Emptiness of the Presidential Debates,Unbearable,
No More Deaths Trial Opens as More Bodies Discovered Along Arizona-Mexico Border,Deaths,
Freak-Out Over North Korea’s Missile Test Defies Rationality,Defies,Freak-Out
DISGRACEFUL: Sadiq Khan’s City Hall Gives Permission for Massive Baby Trump Blimp to Fly Over City During Trump’s Visit on 75th Anniversary of D-Day,DISGRACEFUL,
"They Worked in Sweltering Heat for Exxon, Shell, and Walmart. They Didn’t Get Paid a Dime.",They Didn’t Get Paid,They
Rhetoric From “The Squad” Promotes Left Wing Terror,Terror,The Squad
Man jailed for beating wife claims he was victim of anti-Semitic harassment,beating,Man jailed
Democratic Presidential Debate: See The 20 Candidates Who Will Be Onstage,Debate,
Trump Responds To Calls To Fire Kellyanne Conway After Report She Violated Federal Law 'Numerous' Times,Fire,Trump
‘Woke’ Bank of America Ends Business with Companies that Run Illegal Immigrant Children Holding Centers,Illegal,Bank of America
Trump Offers Watered Down Support of Cain for Fed,Down,Trump
U.S. and Japan Battle China for Influence in Zimbabwe,Battle,U.S. and Japan
GOP Lawmaker to Introduce Bill to Keep Supreme Court Justices at 9,Introduce,Keep Supreme Court Justices at 9
Trump account mocked over pushback to Meghan Markle 'nasty' reports,mocked,Trump
A Historic Breakthrough for Sex Workers’ Rights,Breakthrough,Sex Workers
Warning: Don’t Believe Everything You Hear About the Mueller Report,Warning,
Multiple people shot at Virginia Memorial Day weekend party,shot,
IT Employment Posts Slight Increase In June; Engineering Employment Shows Increasing Strength,Increase,
Spice Girls fans are left furious and demand refund after Cardiff reunion concert,furious,Spice Girls fans
US to send asylum seekers back to dangerous part of Mexico,asylum,US
This Delta Flight Was Piloted By A Mother And Daughter Flight Crew,Mother And Daughter,
Iran Says It Will Break Uranium Stockpile Limit Agreed On In Nuclear Deal,Break,Iran
2020 Hopeful Julián Castro Vows to Break Up ICE & Calls Trump's New Asylum Rule Unconstitutional,Break Up ICE,
Congress Is About to Ban the IRS From Offering Free Online Tax Filing. Thank TurboTax.,Ban,Congress
'The builders don't care': Dhaka reels from another deadly blaze,don't,builders
Two Democrat losers to 2020 candidates: Talk to rural voters,losers,Two Democrat
Video Shows Migrants Abusing Children at Arizona Border Fence,Abusing,Migrants
"Thanks, Mr. President, for making D.C.’s glitziest dinner as dull as it should be",,
"It Will Cost $600,000 To Cover Up George Washington Mural That 'Traumatized' San Fran High School Students",Cover,
"Zambia cuts malaria fatalities, but not the number of cases",cuts,Zambia
House Dems Sue Trump Admin Over Its Border Wall Plan,Border Wall Plan,House Dems
Mueller punted big questions to a Congress ill-equipped to deal with them,ill-equipped,Mueller
Help to Buy scheme was abused by thousands of people who did not need a subsidy to get on the ladder,abused,
"Boxing legend Pernell 'Sweet Pea' Whitaker, 55, fatally hit by pickup in Virginia",fatally hit,
Israeli Spacecraft Fails To Land On The Moon,Fails,
A Soda Company’s Long Obsession With Outer Space,Obsession,A Soda Company’s
Johnson heads Tory leadership contest after first round,heads,Johnson
Robert Mueller just issued his report about Donald Trump. Here we go…,,Robert Mueller
Iranian officials issue warnings to the US as Trump announces new sanctions,warnings,Iranian officials
Take a MILLION seats! Conservative women OWN Sen. Patty Murray for equating abortion with ‘control’ and DAMN,abortion,Patty Murray
Donald Trump’s worsening obstruction of justice antics won’t end well for him,worsening,Donald Trump’s
Bear injures 80-year-old woman in Slovenia,injures,Bear
Virginia Beach mourns victims of gun rampage,mourns,Virginia Beach
Losing Religion and Finding Ecstasy in Houston,Ecstasy,
BA and Lufthansa suspend Cairo flights citing security,suspend,BA and Lufthansa
The Unmaking of the British Working Class,Unmaking,
"Thousands of pieces of glass spread at Michigan beach with 'malicious intent,' officials say",malicious,officials
Young Texas brothers killed in violent storms identified,killed,
Seven House Republicans Join Democrats in Voting to Amnesty 2.1 Million Non-Citizens,Amnesty,
Donald Trump is taking the GOP down with him,taking,Donald Trump
"4 Americans, 1 Canadian die in small plane crash in Honduras",die,"4 Americans, 1 Canadian"
House Conservatives Form New ‘Anti-Socialism Caucus’,Anti-Socialism,
"Justin Amash and Rand Paul Disagree About Impeachment, but Fight Together for Federal Surveillance Reform",Disagree,Justin Amash and Rand Paul
Colorado Rapids match to go ahead as scheduled despite plague,,
Billionaire heiress Clare Bronfman faints in court after refusing to say Michael Avenatti is lawyer,faints,Clare Bronfman
Polish nationalists protest US over Holocaust claims,protest,Polish nationalists
We’ll be looking at an entirely different political landscape before this day is over,,
Judicial Watch Sues For Documents Potentially Showing FBI Ignored Evidence That Chinese Hacked Hillary Clinton’s Private Server,,
The Latest: European powers concerned about Iran nuke deal,powers,European powers
"The Juicy, Joyous Work of Frans Hals",Joyous,
"Abbreviated Pundit Round-up: Pay attention to international politics, it mirrors our own",attention,
It’s Time to End the Death Penalty Nationwide,Death,
School worker resigns after telling black students they're lucky they weren't 'picking cotton',resigns,School worker
War With Iran Would Be Even More Disastrous Than Iraq,Disastrous,Iran
'The Office' Star Rainn Wilson: Black Friend in 'Surburban LA' Targeted with Noose in Front Yard,Targeted,Rainn Wilson
"Syrian woman's 2,200-mile journey to 'save' her daughter",save,Syrian woman's
Benjamin Netanyahu Plans to Honor Donald Trump By Putting His Name on Something Awful,Something Awful,Benjamin Netanyahu
"Trump's racist attacks are catnip to the Republican base, but that doesn't make them a 2020 winner",attacks,Trump's
S&P 500 records five-day losing streak on trade fears,losing,S&P 500
US Navy SEAL acquitted of war crimes despite eyewitness testimony and photographic evidence,acquitted,US Navy SEAL
"Karaoke, ax-throwing sites want to sell beer under Utah law",want,
Senate Passes 2-Year Budget Deal And Sends It To Trump,Passes,Trump
British Prime Minister Johnson promises a bold new Brexit deal,a bold new Brexit deal,British
Pompeo: Paris Climate Deal ‘Didn’t Change a Thing’,Didn’t Change,Pompeo
"Mother, Daughter Killed Pregnant Teen With Cable and Ripped Baby From Womb: Police",Killed,
The Dangerous Romance of Hong Kong Protests,Dangerous,
California seizes $30 million in black market cannabis from illegal pot shops,illegal,California
This Medical School in Japan Uses Facial Recognition for Attendance,Uses,Medical School
Community Raises Money To Pay For Elementary School Janitorand#039;s Medical Bills,Raises,Community
"Lindsey Graham to Mueller: If Barr misrepresented your conversation with him, here’s your chance to tell us",misrepresented,Lindsey Graham
AP FACT CHECK: Trump distorts findings of Russia probe,distorts,
Medicare for 64-Year-Olds Is a Step Toward Medicare for All,64-Year-Olds,
Ethiopian Airlines was a symbol of national pride. Then disaster struck,Then disaster struck,Ethiopian Airlines
Trump’s Twitter Attacks Are a 2020 Test,Attacks,Trump’s
Peter Thiel: Elizabeth Warren Is Most ‘Dangerous’ 2020 Candidate,Dangerous,Elizabeth Warren
More Americans Say Jews Face Discrimination in the United States,Discrimination,Jews
Bill Maher Defends Joe Biden’s Creepy Touching: ‘He’s Not Harvey Weinstein or R. Kelly’,Creepy,Bill Maher
Leaders In Baltimore And Maryland Denounce Trump Tweets Attacking Elijah Cummings,Denounce,Trump
Nipsey Hussle’s Devastated Bodyguard J-Roc Quits Security Business,Devastated,Nipsey Hussle
"Bronx man, suspected of wanting to join Taliban, pulled from Middle East-bound plane at JFK",suspected,Bronx
"Spurs are home: Tottenham’s new era starts at £1bn stadium - reactions, videos and tweets",starts,
Economist Moore: I Was Right to Criticize Fed's Rate Hikes,Criticize,Rate Hikes
"Comms Official, Frequent Fox News Surrogate Leaving WH To Join 2020 Campaign",Leaving,Comms Official
Kim Petras’ New Track Revitalizes a Longstanding Controversy,Revitalizes,Kim Petras
Trump’s Military Threats Aren’t Going to Keep “America First”,Threats,Trump’s
Trump's thrilled he's finally got an attorney general willing to sell out the American people,thrilled,Trump
Trump Hailed This State’s Prison Reforms as a National Model — but the Numbers Reflect a Grim Reality,Hailed,Trump
